"filename", "language", "TypeScript", "comment", "blank", "total"
"c:\Users\Administrator\OneDrive\Projets\Metl\metal-server\src\server\Source.ts", "TypeScript", -1, 0, 0, -1
"c:\Users\Administrator\OneDrive\Projets\Metl\metal-server\src\server\Step.ts", "TypeScript", 5, 0, 3, 8
"Total", "-", 4, 0, 3, 7
